1단계,2단계,3단계,X격자,Y격자, 
경기도,수원시팔달구,행궁동,61,121,
경기도,수원시영통구,,61,120,
경기도,수원시영통구,매탄1동,61,120,
경기도,수원시영통구,매탄2동,61,120,
경기도,수원시영통구,매탄3동,61,120,
경기도,수원시영통구,매탄4동,61,120,
경기도,수원시영통구,원천동,61,120,
경기도,수원시영통구,영통1동,62,120,
경기도,수원시영통구,영통2동,61,120,
경기도,수원시영통구,영통3동,62 ,120 ,
경기도,수원시영통구,태장동,61,120,
경기도,수원시영통구,광교1동,61,121,
경기도,수원시영통구,광교2동,62 ,121 ,
경기도,성남시수정구,,63,124,
경기도,성남시수정구,신흥1동,63,124,
경기도,성남시수정구,신흥2동,63,124,
경기도,성남시수정구,신흥3동,63,124,
경기도,성남시수정구,태평1동,62,124,
경기도,성남시수정구,태평2동,63,124,
경기도,성남시수정구,태평3동,63,124,
경기도,성남시수정구,태평4동,63,124,
경기도,성남시수정구,수진1동,63,124,
경기도,성남시수정구,수진2동,62,124,
경기도,성남시수정구,단대동,63,124,
경기도,성남시수정구,산성동,63,124,
경기도,성남시수정구,양지동,63,124,
경기도,성남시수정구,복정동,62,124,
경기도,성남시수정구,위례동,63 ,125 ,
경기도,성남시수정구,신촌동,62,124,
경기도,성남시수정구,고등동,62,124,
경기도,성남시수정구,시흥동,62,124,
경기도,성남시중원구,,63,124,
경기도,성남시중원구,성남동,63,124,
경기도,성남시중원구,중앙동,63,124,
경기도,성남시중원구,금광1동,63,124,
경기도,성남시중원구,금광2동,63,124,
경기도,성남시중원구,은행1동,63,124,
경기도,성남시중원구,은행2동,63,124,
경기도,성남시중원구,상대원1동,63,124,
경기도,성남시중원구,상대원2동,63,124,
경기도,성남시중원구,상대원3동,63,124,
경기도,성남시중원구,하대원동,63,124,
경기도,성남시중원구,도촌동,63,123,
경기도,성남시분당구,,62,123,
경기도,성남시분당구,분당동,63,122,
경기도,성남시분당구,수내1동,62,123,
경기도,성남시분당구,수내2동,62,122,
경기도,성남시분당구,수내3동,62,122,
경기도,성남시분당구,정자동,62 ,122 ,
경기도,성남시분당구,정자1동,62,122,
경기도,성남시분당구,정자2동,62,122,
경기도,성남시분당구,정자3동,62,122,
경기도,성남시분당구,서현1동,62,123,
경기도,성남시분당구,서현2동,63,123,
경기도,성남시분당구,이매1동,62,123,
경기도,성남시분당구,이매2동,62,123,
경기도,성남시분당구,야탑1동,63,123,
경기도,성남시분당구,야탑2동,62,123,
경기도,성남시분당구,야탑3동,63,123,
경기도,성남시분당구,판교동,62,123,
경기도,성남시분당구,삼평동,62,123,
경기도,성남시분당구,백현동,62,123,
경기도,성남시분당구,금곡동,62,122,
경기도,성남시분당구,구미1동,62,122,
경기도,성남시분당구,구미동,62,122,
경기도,성남시분당구,운중동,62,123,
경기도,의정부시,,61,130,
경기도,의정부시,의정부1동,61,131,
경기도,의정부시,의정부2동,61,130,
경기도,의정부시,의정부3동,61,130,
경기도,의정부시,호원1동,61,130,
경기도,의정부시,호원2동,61,130,
경기도,의정부시,장암동,61,130,
경기도,의정부시,신곡1동,61,130,
경기도,의정부시,신곡2동,61,131,
경기도,의정부시,송산1동,62,130,
경기도,의정부시,송산2동,62,130,
경기도,의정부시,자금동,61,131,
경기도,의정부시,가능동,61,131,
경기도,의정부시,흥선동,61 ,131 ,
경기도,의정부시,녹양동,61,131,
경기도,안양시만안구,,59,123,
경기도,안양시만안구,안양1동,59,123,
경기도,안양시만안구,안양2동,59,123,
경기도,안양시만안구,안양3동,59,123,
경기도,안양시만안구,안양4동,59,123,
경기도,안양시만안구,안양5동,59,123,
경기도,안양시만안구,안양6동,59,123,
경기도,안양시만안구,안양7동,59,123,
경기도,안양시만안구,안양8동,59,123,
경기도,안양시만안구,안양9동,59,123,
경기도,안양시만안구,석수1동,59,123,
경기도,안양시만안구,석수2동,59,123,
경기도,안양시만안구,석수3동,58,123,
경기도,안양시만안구,박달1동,59,123,
경기도,안양시만안구,박달2동,59,123,
경기도,안양시동안구,,59,123,
경기도,안양시동안구,비산1동,59,123,
경기도,안양시동안구,비산2동,59,123,
경기도,안양시동안구,비산3동,59,123,
경기도,안양시동안구,부흥동,59,123,
경기도,안양시동안구,달안동,59,123,
경기도,안양시동안구,관양1동,60,123,
경기도,안양시동안구,관양2동,60,123,
경기도,안양시동안구,부림동,60,123,
경기도,안양시동안구,평촌동,60,123,
경기도,안양시동안구,평안동,60,123,
경기도,안양시동안구,귀인동,60,123,
경기도,안양시동안구,호계1동,60,122,
경기도,안양시동안구,호계2동,59,123,
경기도,안양시동안구,호계3동,60,122,
경기도,안양시동안구,범계동,59,123,
경기도,안양시동안구,신촌동,60,123,
경기도,안양시동안구,갈산동,60,123,
경기도,부천시,,56 ,125 ,
경기도,부천시,심곡1동,56,125,
경기도,부천시,심곡2동,57,125,
경기도,부천시,심곡3동,56,125,
경기도,부천시,원미1동,57,125,
경기도,부천시,원미2동,57,125,
경기도,부천시,소사동,57,125,
경기도,부천시,역곡1동,57,125,
경기도,부천시,역곡2동,57,125,
경기도,부천시,춘의동,57,125,
경기도,부천시,도당동,57,126,
경기도,부천시,약대동,56,125,
경기도,부천시,중동,56,125,
경기도,부천시,중1동,56,125,
경기도,부천시,중2동,56,125,
경기도,부천시,중3동,56,125,
경기도,부천시,중4동,56,125,
경기도,부천시,상동,56,125,
경기도,부천시,상1동,56,125,
경기도,부천시,상2동,56,125,
경기도,부천시,상3동,56,125,
경기도,부천시,심곡본1동,56,125,
경기도,부천시,심곡본동,56,125,
경기도,부천시,소사본동,57,125,
경기도,부천시,소사본3동,57,125,
경기도,부천시,범박동,57,125,
경기도,부천시,괴안동,57,125,
경기도,부천시,역곡3동,57,125,
경기도,부천시,송내1동,56,125,
경기도,부천시,송내2동,56,125,
경기도,부천시,성곡동,57,126,
경기도,부천시,원종1동,57,126,
경기도,부천시,원종2동,57,126,
경기도,부천시,고강본동,57,126,
경기도,부천시,고강1동,57,126,
경기도,부천시,오정동,57,126,
경기도,부천시,신흥동,56,126,
경기도,광명시,,58,125,
경기도,광명시,광명1동,58,125,
경기도,광명시,광명2동,58,125,
경기도,광명시,광명3동,58,125,
경기도,광명시,광명4동,58,125,
경기도,광명시,광명5동,58,125,
경기도,광명시,광명6동,58,125,
경기도,광명시,광명7동,58,125,
경기도,광명시,철산1동,58,125,
경기도,광명시,철산2동,58,125,
경기도,광명시,철산3동,58,125,
경기도,광명시,철산4동,58,125,
경기도,광명시,하안1동,58,124,
경기도,광명시,하안2동,58,124,
경기도,광명시,하안3동,58,124,
경기도,광명시,하안4동,58,124,
경기도,광명시,소하1동,58,124,
경기도,광명시,소하2동,58,124,
경기도,광명시,학온동,58,123,
경기도,평택시,,62,114,
경기도,평택시,팽성읍,61,114,
경기도,평택시,안중읍,59,114,
경기도,평택시,포승읍,58,114,
경기도,평택시,청북읍,59,115,
경기도,평택시,진위면,62,117,
경기도,평택시,서탄면,61,117,
경기도,평택시,고덕면,61,115,
경기도,평택시,오성면,60,115,
경기도,평택시,현덕면,59,114,
경기도,평택시,중앙동,61,116,
경기도,평택시,서정동,61,116,
경기도,평택시,송탄동,62,115,
경기도,평택시,지산동,61,116,
경기도,평택시,송북동,61,116,
경기도,평택시,신장1동,61,116,
경기도,평택시,신장2동,61,116,
경기도,평택시,신평동,62,114,
경기도,평택시,원평동,62,114,
경기도,평택시,통복동,62,114,
경기도,평택시,비전1동,62,114,
경기도,평택시,비전2동,62,114,
경기도,평택시,세교동,62,114,
경기도,동두천시,,61,134,
경기도,동두천시,생연1동,61,134,
경기도,동두천시,생연2동,61,134,
경기도,동두천시,중앙동,61,134,
경기도,동두천시,보산동,61,134,
경기도,동두천시,불현동,61,134,
경기도,동두천시,송내동,61,134,
경기도,동두천시,소요동,61,135,
경기도,동두천시,상패동,61,134,
경기도,안산시상록구,,58,121,
경기도,안산시상록구,일동,58,121,
경기도,안산시상록구,이동,58,121,
경기도,안산시상록구,사동,58 ,121 ,
경기도,안산시상록구,사이동,58 ,121 ,
경기도,안산시상록구,해양동,57 ,121 ,
경기도,안산시상록구,본오1동,58,121,
경기도,안산시상록구,본오2동,58,121,
경기도,안산시상록구,본오3동,58,121,
경기도,안산시상록구,부곡동,58,122,
경기도,안산시상록구,월피동,58,122,
경기도,안산시상록구,성포동,58,121,
경기도,안산시상록구,반월동,59,121,
경기도,안산시상록구,안산동,58,122,
경기도,안산시단원구,,57,121,
경기도,안산시단원구,와동,57,122,
경기도,안산시단원구,고잔동,57 ,122 ,
경기도,안산시단원구,중앙동,57 ,121 ,
경기도,안산시단원구,호수동,57,121,
경기도,안산시단원구,원곡동,57 ,122 ,
경기도,안산시단원구,백운동,57 ,122 ,
경기도,안산시단원구,신길동,57 ,122 ,
경기도,안산시단원구,초지동,57,121,
경기도,안산시단원구,선부1동,57,122,
경기도,안산시단원구,선부2동,57,122,
경기도,안산시단원구,선부3동,57,122,
경기도,안산시단원구,대부동,53,120,
경기도,고양시덕양구,,57,128,
경기도,고양시덕양구,주교동,57,129,
경기도,고양시덕양구,원신동,58,129,
경기도,고양시덕양구,흥도동,58,128,
경기도,고양시덕양구,성사1동,57,129,
경기도,고양시덕양구,성사2동,57,128,
경기도,고양시덕양구,효자동,59,128,
경기도,고양시덕양구,삼송동,58,128,
경기도,고양시덕양구,창릉동,58,128,
경기도,고양시덕양구,고양동,59,130,
경기도,고양시덕양구,관산동,58,129,
경기도,고양시덕양구,능곡동,57,128,
경기도,고양시덕양구,화정1동,57,128,
경기도,고양시덕양구,화정2동,57,128,
경기도,고양시덕양구,행주동,57,128,
경기도,고양시덕양구,행신1동,57,128,
경기도,고양시덕양구,행신2동,57,128,
경기도,고양시덕양구,행신3동,57,128,
경기도,고양시덕양구,화전동,58,127,
경기도,고양시덕양구,대덕동,58,127,
경기도,고양시일산동구,,56,129,
경기도,고양시일산동구,식사동,57,129,
경기도,고양시일산동구,중산동,56,129,
경기도,고양시일산동구,정발산동,56,129,
경기도,고양시일산동구,풍산동,57,129,
경기도,고양시일산동구,백석1동,57,128,
경기도,고양시일산동구,백석2동,57,128,
경기도,고양시일산동구,마두1동,57,129,
경기도,고양시일산동구,마두2동,56,128,
경기도,고양시일산동구,장항1동,56,128,
경기도,고양시일산동구,장항2동,56,128,
경기도,고양시일산동구,고봉동,57,130,
경기도,고양시일산서구,,56,129,
경기도,고양시일산서구,일산1동,56,129,
경기도,고양시일산서구,일산2동,56,129,
경기도,고양시일산서구,일산3동,56,129,
경기도,고양시일산서구,탄현동,56,129,
경기도,고양시일산서구,주엽1동,56,129,
경기도,고양시일산서구,주엽2동,56,129,
경기도,고양시일산서구,대화동,56,129,
경기도,고양시일산서구,송포동,56,129,
경기도,고양시일산서구,송산동,56,129,
경기도,과천시,,60,124,
경기도,과천시,중앙동,60,124,
경기도,과천시,갈현동,60,123,
경기도,과천시,별양동,60,124,
경기도,과천시,부림동,60,124,
경기도,과천시,과천동,60,124,
경기도,과천시,문원동,60,124,
경기도,구리시,,62,127,
경기도,구리시,갈매동,62,128,
경기도,구리시,동구동,63,128,
경기도,구리시,인창동,63,128,
경기도,구리시,교문1동,62,127,
경기도,구리시,교문2동,63,127,
경기도,구리시,수택1동,63,127,
경기도,구리시,수택2동,63,127,
경기도,구리시,수택3동,63,127,
경기도,남양주시,,64,128,
경기도,남양주시,와부읍,64,127,
경기도,남양주시,진접읍,63,130,
경기도,남양주시,화도읍,65,129,
경기도,남양주시,진건읍,63,129,
경기도,남양주시,오남읍,64,130,
경기도,남양주시,별내면,62,129,
경기도,남양주시,수동면,66,130,
경기도,남양주시,조안면,65,126,
경기도,남양주시,퇴계원면,63,128,
경기도,남양주시,호평동,64,129,
경기도,남양주시,평내동,64,128,
경기도,남양주시,금곡동,64,128,
경기도,남양주시,양정동,63,128,
경기도,남양주시,다산1동,63,128,
경기도,남양주시,다산2동,63,128,
경기도,남양주시,별내동,62,128,
경기도,오산시,,62,118,
경기도,오산시,중앙동,62,118,
경기도,오산시,남촌동,61,118,
경기도,오산시,신장동,61,118,
경기도,오산시,세마동,61,118,
경기도,오산시,초평동,61,117,
경기도,오산시,대원동,62,117,
경기도,시흥시,,57,123,
경기도,시흥시,대야동,57,124,
경기도,시흥시,신천동,57,124,
경기도,시흥시,신현동,57,123,
경기도,시흥시,은행동,57,124,
경기도,시흥시,매화동,57,123,
경기도,시흥시,목감동,58,123,
경기도,시흥시,군자동,57,122,
경기도,시흥시,월곶동,56,123,
경기도,시흥시,정왕본동,56,122,
경기도,시흥시,정왕1동,56,122,
경기도,시흥시,정왕2동,56,122,
경기도,시흥시,정왕3동,56,122,
경기도,시흥시,정왕4동,56,122,
경기도,시흥시,배곧동,56 ,122 ,
경기도,시흥시,과림동,57,124,
경기도,시흥시,연성동,57,123,
경기도,시흥시,장곡동,57,123,
경기도,시흥시,능곡동,57,122,
경기도,군포시,,59,122,
경기도,군포시,군포1동,59,122,
경기도,군포시,군포2동,59,122,
경기도,군포시,산본1동,59,122,
경기도,군포시,산본2동,59,122,
경기도,군포시,금정동,59,122,
경기도,군포시,재궁동,59,122,
경기도,군포시,오금동,59,122,
경기도,군포시,수리동,59,122,
경기도,군포시,궁내동,59,122,
경기도,군포시,대야동,59,122,
경기도,군포시,광정동,59,122,
경기도,의왕시,,60,122,
경기도,의왕시,고천동,60,122,
경기도,의왕시,부곡동,60,121,
경기도,의왕시,오전동,60,122,
경기도,의왕시,내손1동,60,123,
경기도,의왕시,내손2동,60,123,
경기도,의왕시,청계동,60,123,
경기도,하남시,,64,126,
경기도,하남시,천현동,64,126,
경기도,하남시,신장1동,64,126,
경기도,하남시,신장2동,64,126,
경기도,하남시,덕풍1동,64,126,
경기도,하남시,덕풍2동,64,126,
경기도,하남시,덕풍3동,64,126,
경기도,하남시,풍산동,63,126,
경기도,하남시,감북동,63,126,
경기도,하남시,위례동,63 ,125 ,
경기도,하남시,춘궁동,64,126,
경기도,하남시,초이동,63,126,
경기도,하남시,미사1동,64 ,127 ,
경기도,하남시,미사2동,63 ,127 ,
경기도,용인시처인구,,64,119,
경기도,용인시처인구,포곡읍,64,120,
경기도,용인시처인구,모현읍,64,122,
경기도,용인시처인구,이동읍,64,117,
경기도,용인시처인구,남사면,63,117,
경기도,용인시처인구,원삼면,66,118,
경기도,용인시처인구,백암면,67,118,
경기도,용인시처인구,양지면,65,120,
경기도,용인시처인구,중앙동,64,119,
경기도,용인시처인구,역삼동,64,119,
경기도,용인시처인구,유림동,64,120,
경기도,용인시처인구,동부동,64,119,
경기도,용인시기흥구,,62,120,
경기도,용인시기흥구,신갈동,62,120,
경기도,용인시기흥구,영덕동,62,120,
경기도,용인시기흥구,구갈동,63,120,
경기도,용인시기흥구,상갈동,62,120,
경기도,용인시기흥구,기흥동,62,120,
경기도,용인시기흥구,서농동,62,120,
경기도,용인시기흥구,구성동,62,121,
경기도,용인시기흥구,마북동,62,121,
경기도,용인시기흥구,동백동,63,120,
경기도,용인시기흥구,상하동,63,120,
경기도,용인시기흥구,보정동,62,121,
경기도,용인시수지구,,62,121,
경기도,용인시수지구,풍덕천1동,62,121,
경기도,용인시수지구,풍덕천2동,62,121,
경기도,용인시수지구,신봉동,62,121,
경기도,용인시수지구,죽전1동,62,122,
경기도,용인시수지구,죽전2동,62,122,
경기도,용인시수지구,동천동,62,122,
경기도,용인시수지구,상현1동,62,121,
경기도,용인시수지구,상현2동,62,121,
경기도,용인시수지구,성복동,62,121,
경기도,파주시,,56,131,
경기도,파주시,문산읍,56,133,
경기도,파주시,파주읍,57,132,
경기도,파주시,법원읍,58,133,
경기도,파주시,조리읍,57,130,
경기도,파주시,월롱면,57,132,
경기도,파주시,탄현면,55,132,
경기도,파주시,광탄면,58,131,
경기도,파주시,파평면,57,134,
경기도,파주시,적성면,59,135,
경기도,파주시,군내면,56,134,
경기도,파주시,장단면,55,133,
경기도,파주시,진동면,57,135,
경기도,파주시,진서면,55,135,
경기도,파주시,금촌1동,56,131,
경기도,파주시,금촌2동,56,131,
경기도,파주시,금촌3동,56,131,
경기도,파주시,교하동,56,131,
경기도,파주시,운정1동,56,130,
경기도,파주시,운정2동,56,130,
경기도,파주시,운정3동,56,130,
경기도,이천시,,68,121,
경기도,이천시,장호원읍,71,117,
경기도,이천시,부발읍,69,121,
경기도,이천시,신둔면,67,121,
경기도,이천시,백사면,69,122,
경기도,이천시,호법면,68,119,
경기도,이천시,마장면,66,120,
경기도,이천시,대월면,69,119,
경기도,이천시,모가면,69,118,
경기도,이천시,설성면,69,117,
경기도,이천시,율면,70,117,
경기도,이천시,창전동,68,121,
경기도,이천시,증포동,68,121,
경기도,이천시,중리동,68,121,
경기도,이천시,관고동,68,121,
경기도,안성시,,65,115,
경기도,안성시,공도읍,63,114,
경기도,안성시,보개면,65,115,
경기도,안성시,금광면,66,114,
경기도,안성시,서운면,65,113,
경기도,안성시,미양면,64,114,
경기도,안성시,대덕면,64,115,
경기도,안성시,양성면,64,116,
경기도,안성시,원곡면,63,115,
경기도,안성시,일죽면,69,116,
경기도,안성시,죽산면,68,116,
경기도,안성시,삼죽면,67,116,
경기도,안성시,고삼면,65,116,
경기도,안성시,안성1동,65,115,
경기도,안성시,안성2동,65,114,
경기도,안성시,안성3동,65,115,
경기도,김포시,,55,128,
경기도,김포시,통진읍,53,129,
경기도,김포시,고촌읍,56,127,
경기도,김포시,양촌읍,54 ,129 ,
경기도,김포시,대곶면,53,128,
경기도,김포시,월곶면,53,130,
경기도,김포시,하성면,54,130,
경기도,김포시,김포본동,55 ,128 ,
경기도,김포시,장기본동,55 ,128 ,
경기도,김포시,사우동,55,128,
경기도,김포시,풍무동,55,127,
경기도,김포시,장기동,55,128,
경기도,김포시,구래동,54,128,
경기도,김포시,운양동,55 ,129 ,
경기도,화성시,,57,119,
경기도,화성시,봉담읍,59,119,
경기도,화성시,우정읍,57,116,
경기도,화성시,향남읍,59,117,
경기도,화성시,남양읍,57 ,119 ,
경기도,화성시,매송면,59,120,
경기도,화성시,비봉면,58,119,
경기도,화성시,마도면,56,119,
경기도,화성시,송산면,56,119,
경기도,화성시,서신면,55,118,
경기도,화성시,팔탄면,59,118,
경기도,화성시,장안면,57,116,
경기도,화성시,양감면,59,116,
경기도,화성시,정남면,60,118,
경기도,화성시,새솔동,57 ,121 ,
경기도,화성시,진안동,61,119,
경기도,화성시,병점1동,61,119,
경기도,화성시,병점2동,61,119,
경기도,화성시,반월동,61,119,
경기도,화성시,기배동,60,119,
경기도,화성시,화산동,61,119,
경기도,화성시,동탄1동,62,119,
경기도,화성시,동탄2동,62,119,
경기도,화성시,동탄3동,61,119,
경기도,화성시,동탄4동,62 ,119 ,
경기도,화성시,동탄5동,62 ,119 ,
경기도,화성시,동탄6동,62 ,118 ,
경기도,광주시,,65,123,
경기도,광주시,오포읍,64,122,
경기도,광주시,초월읍,65,123,
경기도,광주시,곤지암읍,66,122,
경기도,광주시,도척면,66,121,
경기도,광주시,퇴촌면,66,125,
경기도,광주시,남종면,65,125,
경기도,광주시,남한산성면,64,124,
경기도,광주시,경안동,65,123,
경기도,광주시,송정동,65,124,
경기도,광주시,광남동,64,123,
경기도,양주시,,61,131,
경기도,양주시,백석읍,60,132,
경기도,양주시,은현면,61,133,
경기도,양주시,남면,60,134,
경기도,양주시,광적면,60,132,
경기도,양주시,장흥면,59,130,
경기도,양주시,양주1동,61,131,
경기도,양주시,양주2동,62,132,
경기도,양주시,회천1동,61,133,
경기도,양주시,회천2동,61,132,
경기도,양주시,회천3동,61,133,
경기도,양주시,회천4동,62,132,
경기도,포천시,,64,134,
경기도,포천시,소흘읍,63,132,
경기도,포천시,군내면,64,134,
경기도,포천시,내촌면,64,131,
경기도,포천시,가산면,63,133,
경기도,포천시,신북면,64,135,
경기도,포천시,창수면,63,136,
경기도,포천시,영중면,64,136,
경기도,포천시,일동면,66,135,
경기도,포천시,이동면,66,137,
경기도,포천시,영북면,65,138,
경기도,포천시,관인면,64,140,
경기도,포천시,화현면,65,134,
경기도,포천시,포천동,64,134,
경기도,포천시,선단동,63,133,
경기도,여주시,,71,121,
경기도,여주시,가남읍,70,119,
경기도,여주시,점동면,72,119,
경기도,여주시,흥천면,70,122,
경기도,여주시,금사면,69,123,
경기도,여주시,능서면,70,121,
경기도,여주시,대신면,70,123,
경기도,여주시,북내면,72,122,
경기도,여주시,강천면,73,120,
경기도,여주시,산북면,68,123,
경기도,여주시,여흥동,71,121,
경기도,여주시,중앙동,71,121,
경기도,여주시,오학동,71,121,
경기도,연천군,,61,138,
경기도,연천군,연천읍,61,138,
경기도,연천군,전곡읍,61,137,
경기도,연천군,군남면,60,138,
경기도,연천군,청산면,61,136,
경기도,연천군,백학면,59,137,
경기도,연천군,미산면,60,137,
경기도,연천군,왕징면,60,137,
경기도,연천군,신서면,62,140,
경기도,연천군,중면,60,139,
경기도,연천군,장남면,58,136,
경기도,가평군,,69,133,
경기도,가평군,가평읍,69,132,
경기도,가평군,설악면,69,129,
경기도,가평군,청평면,67,131,
경기도,가평군,상면,66,132,
경기도,가평군,조종면,66,132,
경기도,가평군,북면,70,134,
경기도,양평군,,69,125,
경기도,양평군,양평읍,69,125,
경기도,양평군,강상면,69,125,
경기도,양평군,강하면,67,125,
경기도,양평군,양서면,66,126,
경기도,양평군,옥천면,68,126,
경기도,양평군,서종면,66,128,
경기도,양평군,단월면,72,126,
경기도,양평군,청운면,72,127,
경기도,양평군,양동면,73,124,
경기도,양평군,지평면,71,125,
경기도,양평군,용문면,70,125,
경기도,양평군,개군면,70,124,
강원도,,,73,134,
강원도,춘천시,,73,134,
강원도,춘천시,신북읍,73,135,
강원도,춘천시,동면,73,134,
강원도,춘천시,동산면,74,131,
강원도,춘천시,신동면,72,132,
강원도,춘천시,남면,70,130,
강원도,춘천시,서면,72,134,
강원도,춘천시,사북면,71,137,
강원도,춘천시,북산면,75,136,
강원도,춘천시,동내면,73,133,
강원도,춘천시,남산면,71,132,
강원도,춘천시,교동,73,134,
강원도,춘천시,조운동,73,134,
강원도,춘천시,약사명동,73,134,
강원도,춘천시,근화동,72,134,
강원도,춘천시,소양동,73,134,
강원도,춘천시,후평1동,73,134,
강원도,춘천시,후평2동,73,134,
강원도,춘천시,후평3동,73,134,
강원도,춘천시,효자1동,73,133,
강원도,춘천시,효자2동,73,133,
강원도,춘천시,효자3동,73,134,
강원도,춘천시,석사동,73,133,
강원도,춘천시,퇴계동,73,133,
강원도,춘천시,강남동,72,133,
강원도,춘천시,신사우동,73,134,
강원도,원주시,,76,122,
강원도,원주시,문막읍,74,121,
강원도,원주시,소초면,78,124,
강원도,원주시,호저면,76,124,
강원도,원주시,지정면,75,122,
강원도,원주시,부론면,73,119,
강원도,원주시,귀래면,76,118,
강원도,원주시,흥업면,76,121,
강원도,원주시,판부면,78,121,
강원도,원주시,신림면,79,120,
강원도,원주시,중앙동,77,122,
강원도,원주시,원인동,77,122,
강원도,원주시,개운동,77,122,
강원도,원주시,명륜1동,77,122,
강원도,원주시,명륜2동,77,122,
강원도,원주시,단구동,77,122,
강원도,원주시,일산동,77,122,
강원도,원주시,학성동,77,122,
강원도,원주시,단계동,76,122,
강원도,원주시,우산동,76,123,
강원도,원주시,태장1동,77,122,
강원도,원주시,태장2동,77,123,
강원도,원주시,봉산동,77,122,
강원도,원주시,행구동,77,122,
강원도,원주시,무실동,76,122,
강원도,원주시,반곡관설동,77,122,
강원도,강릉시,,92,131,
강원도,강릉시,주문진읍,91,134,
강원도,강릉시,성산면,92,131,
강원도,강릉시,왕산면,92,130,
강원도,강릉시,구정면,92,131,
강원도,강릉시,강동면,94,131,
강원도,강릉시,옥계면,95,129,
강원도,강릉시,사천면,92,133,
강원도,강릉시,연곡면,92,134,
강원도,강릉시,홍제동,92,131,
강원도,강릉시,중앙동,93,132,
강원도,강릉시,옥천동,93,132,
강원도,강릉시,교1동,92,132,
강원도,강릉시,교2동,93,132,
강원도,강릉시,포남1동,93,132,
강원도,강릉시,포남2동,93,132,
강원도,강릉시,초당동,93,132,
강원도,강릉시,송정동,93,132,
강원도,강릉시,내곡동,92,131,
강원도,강릉시,강남동,93,131,
강원도,강릉시,성덕동,93,132,
강원도,강릉시,경포동,92,132,
강원도,동해시,,97,127,
강원도,동해시,천곡동,97,127,
강원도,동해시,송정동,97,126,
강원도,동해시,북삼동,97,126,
강원도,동해시,부곡동,96,127,
강원도,동해시,동호동,96,127,
강원도,동해시,발한동,96,127,
강원도,동해시,묵호동,97,127,
강원도,동해시,북평동,97,126,
강원도,동해시,망상동,96,127,
강원도,동해시,삼화동,96,126,
강원도,태백시,,95,119,
강원도,태백시,황지동,95,119,
강원도,태백시,황연동,95,119,
강원도,태백시,삼수동,95,119,
강원도,태백시,상장동,95,119,
강원도,태백시,문곡소도동,94,118,
강원도,태백시,장성동,95,117,
강원도,태백시,구문소동,95,117,
강원도,태백시,철암동,96,118,
강원도,속초시,,87,141,
강원도,속초시,영랑동,87,141,
강원도,속초시,동명동,87,141,
강원도,속초시,금호동,87,141,
강원도,속초시,교동,87,141,
강원도,속초시,노학동,87,141,
강원도,속초시,조양동,87,141,
강원도,속초시,청호동,87,141,
강원도,속초시,대포동,87,140,
강원도,삼척시,,98,125,
강원도,삼척시,도계읍,96,120,
강원도,삼척시,원덕읍,101,119,
강원도,삼척시,근덕면,99,124,
강원도,삼척시,하장면,94,123,
강원도,삼척시,노곡면,98,123,
강원도,삼척시,미로면,97,124,
강원도,삼척시,가곡면,98,119,
강원도,삼척시,신기면,96,123,
강원도,삼척시,남양동,98,125,
강원도,삼척시,교동,98,125,
강원도,삼척시,정라동,98,125,
강원도,삼척시,성내동,97,125,
강원도,홍천군,,75,130,
강원도,홍천군,홍천읍,75,130,
강원도,홍천군,화촌면,77,131,
강원도,홍천군,두촌면,78,134,
강원도,홍천군,내촌면,79,132,
강원도,홍천군,서석면,81,130,
강원도,홍천군,동면,76,129,
강원도,홍천군,남면,73,128,
강원도,홍천군,서면,72,129,
강원도,홍천군,북방면,75,130,
강원도,홍천군,내면,84,132,
강원도,횡성군,,77,125,
강원도,횡성군,횡성읍,77,125,
강원도,횡성군,우천면,79,125,
강원도,횡성군,안흥면,80,124,
강원도,횡성군,둔내면,81,126,
강원도,횡성군,갑천면,79,127,
강원도,횡성군,청일면,80,127,
강원도,횡성군,공근면,77,126,
강원도,횡성군,서원면,75,125,
강원도,횡성군,강림면,80,123,
강원도,영월군,,86,119,
강원도,영월군,영월읍,86,119,
강원도,영월군,상동읍,92,118,
강원도,영월군,중동면,89,118,
강원도,영월군,김삿갓면,88,118,
강원도,영월군,북면,85,120,
강원도,영월군,남면,85,119,
강원도,영월군,한반도면,83,120,
강원도,영월군,주천면,82,121,
강원도,영월군,무릉도원면,82,121,
강원도,평창군,,84,123,
강원도,평창군,평창읍,84,123,
강원도,평창군,미탄면,86,122,
강원도,평창군,방림면,84,124,
강원도,평창군,대화면,85,126,
강원도,평창군,봉평면,84,128,
강원도,평창군,용평면,85,128,
강원도,평창군,진부면,87,129,
강원도,평창군,대관령면,89,130,
강원도,정선군,,89,123,
강원도,정선군,정선읍,89,123,
강원도,정선군,고한읍,92,120,
강원도,정선군,사북읍,92,120,
강원도,정선군,신동읍,89,120,
강원도,정선군,남면,90,121,
강원도,정선군,북평면,89,125,
강원도,정선군,임계면,92,126,
강원도,정선군,화암면,91,123,
강원도,정선군,여량면,90,125,
강원도,철원군,,65,139,
강원도,철원군,철원읍,64,141,
강원도,철원군,김화읍,67,142,
강원도,철원군,갈말읍,65,139,
강원도,철원군,동송읍,64,141,
강원도,철원군,서면,67,140,
강원도,철원군,근남면,68,141,
강원도,철원군,근북면,67,143,
강원도,철원군,근동면,69,143,
강원도,철원군,원동면,73,143,
강원도,철원군,원남면,71,143,
강원도,철원군,임남면,75,143,
